"","Sample_3TR","Sample_9TR","Sample_21TR","Sample_24TR","Sample_31TR","Sample_32TR","Sample_38TR","Sample_41TR","Sample_43TR","Sample_49TR","Sample_50TR"
"ENSG00000116815.15",179,203,170,130,157,299,135,204,122,167,167
"ENSG00000116819.6",5,7,4,3,8,5,7,8,2,13,5
"ENSG00000116824.4",54,28,49,66,118,22,45,150,81,23,53
"ENSG00000116830.11",414,535,572,464,494,862,479,309,467,562,609
"ENSG00000116833.13",345,216,168,321,289,382,316,167,216,100,253
"ENSG00000116852.14",154,358,162,262,224,276,134,225,176,141,159
"ENSG00000116857.16",940,449,505,490,678,555,763,406,657,691,701
"ENSG00000116863.10",390,532,542,583,525,707,491,427,449,585,636
"ENSG00000116871.15",4472,4765,6632,3266,4552,5815,6012,3527,5618,7878,7118
"ENSG00000116874.11",338,222,187,139,209,299,172,152,245,240,181
"ENSG00000116882.14",0,1,1,0,0,0,1,1,2,0,0
"ENSG00000116883.8",41,60,29,90,53,14,24,45,27,37,47
"ENSG00000116885.18",210,91,135,120,151,155,151,124,145,161,137
"ENSG00000116898.11",620,554,712,572,717,945,572,443,612,769,744
"ENSG00000116903.7",964,843,598,541,704,1109,660,649,746,701,709
"ENSG00000116906.11",1324,1051,1297,1062,1233,1715,1213,797,1114,1639,1514
"ENSG00000116918.13",537,446,421,415,521,637,480,309,413,478,511
"ENSG00000116922.14",304,357,310,255,385,471,315,156,304,342,362
"ENSG00000116954.7",641,658,547,412,525,952,515,373,475,678,616
"ENSG00000116957.12",343,280,347,357,331,486,295,257,291,355,381
"ENSG00000116962.14",39826,21442,22201,23494,24962,30017,34091,26996,32087,22530,36549
"ENSG00000116977.18",1336,2118,1549,1763,1859,2492,1492,1523,1546,1607,1627
"ENSG00000116981.3",26,1,1,0,0,1,0,1,2,6,2
"ENSG00000116983.12",1,1,0,0,2,0,1,1,2,4,1
"ENSG00000116984.12",4294,3884,4053,4159,4696,4765,4813,3586,4352,4703,4453
"ENSG00000116985.11",136,152,62,112,168,605,134,141,89,50,190
"ENSG00000116990.10",22,141,63,70,116,89,24,36,645,36,55
"ENSG00000116991.10",515,3122,776,1277,2333,1927,978,3232,1460,668,890
"ENSG00000116996.9",0,1,0,0,0,0,0,0,0,0,0
"ENSG00000117000.8",1591,1311,956,1594,1014,1707,902,869,983,1241,1128
"ENSG00000117009.11",7,52,22,47,31,22,18,21,35,10,23
"ENSG00000117010.15",89,38,62,33,67,80,58,49,61,92,61
"ENSG00000117013.14",205,154,509,198,265,359,210,94,272,458,547
"ENSG00000117016.9",486,77,147,80,155,95,185,151,135,550,234
"ENSG00000117020.16",9471,7105,11388,10031,9880,14812,8663,5724,7977,13888,13749
"ENSG00000117036.11",1837,1404,1401,1140,1473,1816,1365,1045,1456,1741,1608
"ENSG00000117054.13",863,494,666,477,596,868,570,415,586,794,709
"ENSG00000117069.14",129,352,117,198,195,256,200,339,85,243,301
"ENSG00000117090.14",17,51,20,13,28,16,6,25,22,5,9
"ENSG00000117091.9",70,284,124,150,148,164,58,149,199,74,156
"ENSG00000117114.19",1045,484,562,373,640,928,356,401,707,406,427
"ENSG00000117115.12",256,363,101,233,330,124,382,743,327,142,141
"ENSG00000117118.9",816,800,883,708,883,1253,844,692,835,998,1030
"ENSG00000117122.13",538,721,192,108,297,447,187,266,550,282,125
"ENSG00000117133.10",546,410,412,300,390,762,352,349,395,410,431
"ENSG00000117139.16",3013,2911,2199,2624,2248,3180,2187,2054,2865,2937,2685
"ENSG00000117143.13",1905,2051,1949,2316,1645,6548,2464,1763,1324,1405,1976
"ENSG00000117148.7",0,1,1,1,0,0,0,0,1,0,0
"ENSG00000117151.12",610,539,422,449,603,651,464,508,493,429,544
"ENSG00000117152.13",133,524,77,384,212,89,134,548,124,42,56
"ENSG00000117153.15",815,733,813,643,737,884,867,584,867,847,948
"ENSG00000117154.11",54,182,129,101,165,112,112,242,153,34,146
"ENSG00000117155.16",671,296,655,253,371,425,250,210,357,776,706
"ENSG00000117174.10",2357,1043,960,826,1086,1883,991,707,992,1138,1282
"ENSG00000117215.14",3,9,2,10,71,0,9,31,81,5,0
"ENSG00000117222.13",803,738,572,539,709,869,663,590,708,668,710
"ENSG00000117226.11",80,376,562,562,652,629,687,303,857,319,402
"ENSG00000117228.9",2402,1067,1288,1619,1256,1434,1650,1222,1834,1595,1705
"ENSG00000117242.7",468,338,303,200,334,514,270,282,331,339,320
"ENSG00000117245.12",97,94,125,76,110,135,72,49,71,87,116
"ENSG00000117262.18",159,140,112,92,137,174,177,88,103,124,172
"ENSG00000117266.15",437,190,90,251,194,87,174,186,249,180,139
"ENSG00000117280.12",555,752,1071,859,709,729,808,575,664,1071,993
"ENSG00000117281.15",9,6,2,24,8,5,5,3,12,4,2
"ENSG00000117298.14",4634,7604,3940,5580,8124,8037,6410,6795,7159,3578,4023
"ENSG00000117305.14",610,427,603,603,585,560,617,488,642,672,682
"ENSG00000117308.14",136,552,190,206,300,322,139,157,642,191,170
"ENSG00000117318.8",1750,1149,1626,364,1683,2846,1133,562,681,1464,893
"ENSG00000117322.17",0,3,4,8,2,2,1,1,15,6,7
"ENSG00000117335.19",3338,5870,2986,3311,4364,5260,3477,4036,5942,3274,3575
"ENSG00000117360.12",808,863,651,781,748,975,677,657,770,638,746
"ENSG00000117362.12",1564,1400,1027,975,1575,1682,1646,1263,1793,1413,1273
"ENSG00000117385.15",1366,1700,1050,754,1190,1744,1170,826,1675,1356,1351
"ENSG00000117394.20",807,7592,1847,23183,5878,3757,5213,5098,6771,486,2031
"ENSG00000117395.12",711,813,845,800,879,1525,711,532,760,860,926
"ENSG00000117399.13",27,51,187,43,77,138,65,43,92,104,131
"ENSG00000117400.16",28,16,10,15,8,7,11,12,17,28,15
"ENSG00000117407.16",18,19,45,13,15,29,4,5,9,12,18
"ENSG00000117408.10",1133,1017,1362,806,1143,1264,1254,733,972,1596,1604
"ENSG00000117410.13",676,1324,1071,842,1221,1646,838,1070,1119,819,974
"ENSG00000117411.16",3095,1977,3210,2480,2908,3507,3434,1420,2604,5024,4361
"ENSG00000117419.14",798,652,709,521,765,922,757,491,770,946,877
"ENSG00000117425.13",98,47,69,71,72,40,83,38,56,103,77
"ENSG00000117448.13",918,921,928,563,959,1120,881,629,866,1141,958
"ENSG00000117450.13",4159,5056,5128,3231,5019,7541,4974,2648,5180,4500,5108
"ENSG00000117461.14",1034,685,1433,331,988,1448,881,396,703,540,892
"ENSG00000117472.9",15,59,19,131,416,21,23,279,418,11,25
"ENSG00000117475.13",987,710,841,788,906,1395,873,615,791,1186,1027
"ENSG00000117477.12",24,16,16,11,20,31,43,7,19,2,6
"ENSG00000117479.12",624,246,239,359,232,866,170,277,185,281,228
"ENSG00000117480.15",27,43,9,38,44,23,31,29,89,19,22
"ENSG00000117481.10",542,544,426,367,468,653,466,337,488,427,480
"ENSG00000117500.12",1098,2170,1410,1038,1509,3391,1035,1140,1502,1081,1410
"ENSG00000117501.14",0,2,0,2,3,3,1,1,1,0,2
"ENSG00000117505.12",2052,2105,1426,1006,1712,2701,1346,1249,1729,1862,1829
"ENSG00000117507.6",1,2,0,0,0,0,0,0,0,1,0
"ENSG00000117519.15",7780,4101,7767,6701,6916,9774,5424,3781,4384,7173,7877
"ENSG00000117523.15",10382,10642,7711,7241,7890,12025,7835,7253,8620,8702,8297
"ENSG00000117525.13",387,1561,89,1735,2922,830,656,8078,990,153,158
"ENSG00000117528.11",1219,938,946,816,1161,2671,1011,856,924,1198,1113
"ENSG00000117533.14",526,436,374,367,413,461,381,334,342,446,392
"ENSG00000117543.20",289,216,173,156,208,228,209,143,225,253,232
"ENSG00000117560.7",14,11,6,24,16,6,6,42,23,4,13
"ENSG00000117569.18",1252,557,544,526,497,1409,601,297,642,968,857
"ENSG00000117586.10",67,53,19,76,34,34,30,79,46,40,34
"ENSG00000117592.8",4873,3760,4655,2715,3632,4356,3634,1859,5788,5093,3970
"ENSG00000117593.9",327,400,330,184,348,510,350,253,440,284,326
"ENSG00000117594.9",646,1968,224,995,2303,1142,1843,5452,2264,260,571
"ENSG00000117595.10",35,575,55,198,254,12,40,141,479,17,41
"ENSG00000117597.17",694,933,763,697,809,1333,696,593,754,793,840
"ENSG00000117598.11",0,0,0,0,2,0,0,0,1,0,0
"ENSG00000117600.12",192,77,25,56,169,59,132,155,123,82,101
"ENSG00000117601.13",5,5,1,5,12,6,3,1,2,6,4
"ENSG00000117602.11",806,677,804,656,611,876,510,511,645,698,775
"ENSG00000117614.9",858,760,735,782,838,1004,782,640,839,968,794
"ENSG00000117616.17",861,1182,620,1230,813,879,749,755,548,582,637
"ENSG00000117620.14",803,1258,903,1176,989,1660,921,789,1087,803,1026
"ENSG00000117625.13",1041,676,609,784,649,744,822,542,737,1001,791
"ENSG00000117632.22",628,560,728,711,746,1284,702,528,991,713,794
"ENSG00000117640.17",1240,850,1207,926,1220,1218,1128,648,1060,1735,1403
"ENSG00000117643.14",1541,1236,992,1152,1140,857,1675,859,1146,1633,1410
"ENSG00000117650.12",7,17,44,15,110,48,19,14,22,29,45
"ENSG00000117676.13",159,1008,296,372,463,510,228,294,785,206,299
"ENSG00000117682.16",810,880,1030,694,997,1304,1026,664,839,1055,1083
"ENSG00000117691.9",1442,560,782,687,1091,905,1030,680,879,1243,986
"ENSG00000117697.14",497,432,332,268,470,483,431,269,403,441,439
"ENSG00000117707.15",700,762,364,933,1195,1344,792,831,644,213,282
"ENSG00000117713.18",5608,4420,3863,3268,3698,5186,4432,3226,4565,5229,4909
"ENSG00000117724.12",327,378,908,352,392,754,531,314,626,633,735
"ENSG00000117748.9",547,530,460,365,639,848,610,493,613,514,619
"ENSG00000117751.17",988,813,861,672,775,1323,880,647,827,1032,896
"ENSG00000117758.13",2732,1941,2046,1981,1814,3665,2450,1530,2103,3058,2821
"ENSG00000117791.15",163,113,63,54,90,148,65,71,78,87,82
"ENSG00000117834.12",5,6,7,3,10,9,4,5,4,6,4
"ENSG00000117859.18",1448,1448,1014,1152,1204,1689,1269,1201,1363,1388,1295
"ENSG00000117862.11",762,1082,766,755,1158,1284,869,1028,1062,700,796
"ENSG00000117868.15",7960,4498,5478,4488,4992,6083,5568,5100,5282,7167,5699
"ENSG00000117877.10",153,197,213,139,151,305,180,125,147,205,236
"ENSG00000117899.10",1421,1398,711,814,1302,1518,1190,1481,1267,1032,1061
"ENSG00000117906.13",1045,741,736,734,912,1012,762,683,792,1007,911
"ENSG00000117971.11",4,5,10,4,12,8,7,5,9,0,5
"ENSG00000117983.17",0,625,7,698,454,5,3,46,1879,1,1
"ENSG00000117984.13",2584,4250,3117,2471,4814,2356,3606,4078,4972,3871,3372
"ENSG00000118004.17",15,88,13,138,149,40,44,31,126,16,27
"ENSG00000118007.12",2356,1656,1298,1307,1576,2694,1514,1226,1511,1631,1555
"ENSG00000118017.3",1,0,0,1,0,0,0,1,0,0,0
"ENSG00000118046.14",1129,989,1026,755,1103,1144,1260,790,1219,1289,1155
"ENSG00000118058.20",9232,5934,5090,6114,5842,6489,7385,5036,6992,8840,7674
"ENSG00000118094.11",3,1,2,2,2,1,1,0,2,1,0
"ENSG00000118096.7",604,311,437,312,387,435,491,276,404,488,571
"ENSG00000118113.11",9,7,1,25,1,7,9,4,5,0,27
"ENSG00000118137.9",43,7,59,13,37,20,38,7,50,93,55
"ENSG00000118156.12",11,10,6,8,2,7,12,12,11,12,8
"ENSG00000118160.13",828,129,782,427,362,259,860,132,786,1193,1026
"ENSG00000118162.13",103,70,74,60,55,76,89,39,77,90,99
"ENSG00000118181.10",6746,4927,4242,4597,6345,7392,4670,3902,5603,5968,5471
"ENSG00000118193.11",38,63,79,38,41,147,52,61,80,62,78
"ENSG00000118194.18",8,158,210,421,396,342,89,47,98,13,254
"ENSG00000118197.13",548,499,603,623,534,776,427,330,462,600,587
"ENSG00000118200.14",3445,3332,2513,2164,2746,3928,2129,2204,2479,2844,2785
"ENSG00000118217.5",2297,2859,2180,2133,2453,3508,1982,2372,2722,1979,2111
"ENSG00000118231.4",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000118242.15",25,69,11,27,81,20,31,28,89,24,14
"ENSG00000118245.2",1,0,0,0,1,0,0,0,0,0,0
"ENSG00000118246.13",706,575,458,432,425,940,406,325,509,481,528
"ENSG00000118257.16",15001,9533,14733,8641,9619,15256,12187,5812,7969,16014,13356
"ENSG00000118260.14",1790,1321,1026,1023,1299,1758,1110,1096,1236,1453,1249
"ENSG00000118263.14",6871,2728,4129,5021,2857,7872,6779,3318,4738,6215,7027
"ENSG00000118271.9",2,5,0,0,1,1,2,0,7,0,0
"ENSG00000118276.11",208,200,235,134,234,204,146,105,165,227,223
"ENSG00000118292.8",135,109,135,139,178,136,92,161,144,153,149
"ENSG00000118298.10",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000118307.18",14,8,3,9,6,3,13,6,10,10,5
"ENSG00000118308.15",128,113,67,126,124,139,98,120,143,130,128
"ENSG00000118322.12",3,0,0,0,1,0,0,0,4,0,2
"ENSG00000118363.11",900,831,490,490,534,1257,726,609,788,745,593
"ENSG00000118369.12",331,256,202,244,221,293,309,252,191,328,247
"ENSG00000118402.5",109,85,71,37,53,107,83,57,49,103,95
"ENSG00000118407.14",4491,1418,4949,1697,1981,3464,2866,1367,3360,8929,5296
"ENSG00000118412.12",1125,839,720,737,739,1002,742,574,754,773,757
"ENSG00000118418.14",603,765,317,226,455,327,426,465,1079,399,424
"ENSG00000118420.16",81,73,53,46,68,83,54,48,56,95,57
"ENSG00000118432.12",438,981,350,1066,1433,1192,1446,3964,1216,139,301
"ENSG00000118434.8",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000118454.12",972,687,727,634,702,1142,723,491,678,903,788
"ENSG00000118473.21",158,415,80,708,238,258,190,386,102,40,125
"ENSG00000118482.11",4047,2643,2125,2761,2472,2795,2513,2146,2798,3026,2488
"ENSG00000118491.9",1,0,1,0,0,1,0,0,0,0,0
"ENSG00000118492.16",0,2,0,0,0,1,0,2,2,2,0
"ENSG00000118495.18",854,838,932,658,1122,1018,626,1155,672,515,410
"ENSG00000118496.4",1982,1090,1289,1054,1102,2047,1608,899,1511,1729,1864
"ENSG00000118503.14",3045,12600,981,1032,4740,912,946,794,2301,1122,936
"ENSG00000118507.15",486,152,129,136,145,185,211,101,257,215,161
"ENSG00000118508.4",743,862,1256,1458,1309,2240,927,659,894,1217,1577
"ENSG00000118513.18",16,4,2,2,11,10,6,8,13,11,4
"ENSG00000118514.13",13,24,19,30,30,48,22,12,64,28,18
"ENSG00000118515.11",3894,3594,4851,2073,3290,8876,2653,3287,2107,2572,4655
"ENSG00000118518.15",985,844,774,688,722,907,742,594,816,1055,797
"ENSG00000118520.14",6,7,6,7,15,35,2,12,4,1,6
"ENSG00000118523.5",35643,24362,17911,37602,20385,41024,19488,25809,19388,24272,35462
"ENSG00000118526.6",491,35,104,65,75,73,32,19,93,319,140
"ENSG00000118557.15",12,33,8,15,12,24,6,12,14,8,21
"ENSG00000118564.14",3002,3357,2897,1994,2829,4127,2697,1749,2917,3440,3502
"ENSG00000118579.12",2891,1558,1342,1232,1521,1985,1463,1157,1614,2152,1815
"ENSG00000118596.11",1104,794,1004,749,736,2079,752,433,703,1399,1248
"ENSG00000118600.11",361,372,471,270,422,627,305,251,392,356,429
"ENSG00000118620.12",327,267,183,269,244,367,234,250,203,223,210
"ENSG00000118640.10",130,927,468,383,465,614,337,394,1051,288,439
"ENSG00000118655.4",258,228,222,147,208,308,276,178,289,299,259
"ENSG00000118680.12",4592,4930,6674,6037,7726,9196,5380,4779,5510,4945,6410
"ENSG00000118689.14",3823,2973,2215,2482,2135,4357,2257,2159,2766,2927,2547
"ENSG00000118690.12",243,152,188,136,168,216,142,127,121,170,174
"ENSG00000118702.9",0,0,0,0,0,0,0,1,0,0,0
"ENSG00000118705.16",6045,7144,5559,3913,5994,7978,5410,5410,9013,5534,6563
"ENSG00000118707.9",411,292,199,160,275,295,209,207,280,262,276
"ENSG00000118729.11",952,110,446,465,634,705,270,138,240,1401,1143
"ENSG00000118733.16",0,0,0,0,0,0,2,0,1,0,0
"ENSG00000118762.7",7126,3702,6019,3418,4939,6363,4114,4703,3075,7770,4856
"ENSG00000118777.10",1330,240,316,164,249,386,374,231,308,288,337
"ENSG00000118785.13",156,14540,1474,11103,12515,2526,626,12766,4595,853,2929
"ENSG00000118804.8",148,220,422,288,207,323,153,96,202,225,279
"ENSG00000118816.9",15220,8885,8822,9730,10850,13198,8872,6459,9990,14604,10729
"ENSG00000118849.9",93,693,876,447,895,1557,157,152,462,146,499
"ENSG00000118855.18",1147,1851,1437,959,1424,2521,1216,1364,1455,1085,1517
"ENSG00000118873.15",1736,1653,1468,1370,1358,2023,1269,1245,1449,1462,1563
"ENSG00000118894.14",284,245,234,145,242,376,235,140,193,268,281
"ENSG00000118898.15",1529,195,228,261,348,167,1018,497,786,777,141
"ENSG00000118900.14",2114,2245,2384,1634,2153,2498,2205,1433,2184,3018,2617
"ENSG00000118903.6",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000118922.17",1395,652,971,786,839,795,1063,662,941,1868,1280
"ENSG00000118939.17",103,138,116,77,149,300,95,53,112,142,140
"ENSG00000118946.11",484,379,1342,841,1129,2863,296,282,470,207,284
"ENSG00000118960.12",1318,1082,1599,1180,1436,1137,1303,1029,1371,1788,1365
"ENSG00000118961.14",354,322,356,276,322,503,353,230,398,321,434
"ENSG00000118965.14",885,405,396,301,379,612,511,355,428,649,530
"ENSG00000118971.7",23567,7389,11755,9212,12703,13158,18158,8939,14177,27689,28757
"ENSG00000118972.1",0,0,0,116,0,0,0,3,0,0,0
"ENSG00000118976.5",5,4,2,3,5,3,0,0,3,2,2
"ENSG00000118985.15",1711,4446,2648,4824,2964,7301,1964,3495,2017,1404,2386
"ENSG00000118990.5",1,0,1,0,2,4,0,4,0,0,0
"ENSG00000118997.13",281,158,114,121,153,137,176,147,152,131,171
"ENSG00000119004.15",1067,677,576,502,680,836,711,516,703,851,737
"ENSG00000119013.8",516,450,538,424,620,754,567,443,519,608,702
"ENSG00000119041.10",670,723,509,311,475,904,534,467,477,516,669
"ENSG00000119042.16",383,364,179,195,299,302,266,219,244,423,272
"ENSG00000119048.7",883,987,870,850,948,1537,849,810,805,855,936
"ENSG00000119121.21",87,93,86,72,95,99,61,90,103,115,94
"ENSG00000119125.16",0,261,6,57,248,0,3,158,380,0,2
"ENSG00000119138.4",4202,2214,4190,2059,1681,4062,2730,2033,1977,3632,2781
"ENSG00000119139.17",1381,2308,3733,1424,1915,1977,1731,755,2145,1730,2013
"ENSG00000119147.9",497,20,32,18,26,112,87,18,46,21,79
"ENSG00000119185.12",1977,1733,1832,1716,2093,2014,2097,1627,1468,1640,2359
"ENSG00000119203.13",658,831,832,689,892,1265,737,530,719,769,1009
"ENSG00000119227.7",151,100,141,117,116,163,180,74,101,287,159
"ENSG00000119231.10",2102,2200,2233,1546,2136,2836,1808,1242,1967,2482,2438
"ENSG00000119242.8",2060,1201,1862,1871,1771,2387,2026,1148,1476,2732,2309
"ENSG00000119280.16",4427,3811,6795,3485,6895,6740,3582,4458,3174,7671,6289
"ENSG00000119283.15",1,10,2,1,100,0,20,15,21,1,4
"ENSG00000119285.10",1798,1709,1454,1114,1439,2709,1445,1143,1454,1335,1577
"ENSG00000119314.15",2361,3752,1796,2367,2410,3854,1777,2279,3627,1927,2106
"ENSG00000119318.12",4507,5275,4603,4263,4700,6942,4236,3098,4920,5139,5650
"ENSG00000119321.8",1241,1755,1413,1402,1354,1842,1404,1388,1454,1516,1598
"ENSG00000119326.14",1350,1024,1433,883,902,1362,680,870,1049,913,1266
"ENSG00000119328.11",461,388,316,332,376,621,403,254,394,468,394
"ENSG00000119333.11",488,371,362,264,397,360,518,261,445,473,509
"ENSG00000119335.16",6922,6224,6271,6057,6945,10013,5577,3889,6313,6892,7207
"ENSG00000119383.19",2622,2054,2492,1508,2481,2487,2222,1342,2239,2914,2515
"ENSG00000119392.14",730,769,781,608,711,784,708,545,796,841,812
"ENSG00000119396.10",2576,2397,1769,1460,2016,3227,2086,1749,2159,2280,2242
"ENSG00000119397.16",679,535,470,503,430,757,532,526,557,483,558
"ENSG00000119401.10",1721,842,842,1043,1111,1418,1614,787,1330,1368,1065
"ENSG00000119402.16",3625,2758,3076,2062,2739,3545,2766,1761,3040,3791,3450
"ENSG00000119403.13",1016,637,922,746,793,946,923,570,734,1390,1238
"ENSG00000119408.16",1615,2434,2199,2540,2709,2923,1881,1796,2962,2542,3053
"ENSG00000119411.10",7,13,6,15,28,0,2,19,22,6,14
"ENSG00000119414.11",1596,1267,1026,822,1179,2079,1143,811,1211,1224,1348
"ENSG00000119421.6",800,570,1035,749,834,1073,784,461,787,1107,1238
"ENSG00000119431.9",184,144,76,109,145,107,137,89,142,139,121
"ENSG00000119440.8",0,0,0,0,0,0,0,0,1,1,0
"ENSG00000119446.13",750,733,629,536,639,916,600,457,665,659,863
"ENSG00000119457.7",3,15,8,14,28,22,1,10,82,2,3
"ENSG00000119471.14",1342,730,1168,1004,938,1702,1159,507,1029,1619,1404
"ENSG00000119487.16",2702,2457,3248,2785,3191,3491,2844,1642,2977,3759,3795
"ENSG00000119508.17",1166,259,859,429,422,588,179,465,140,410,345
"ENSG00000119509.12",852,693,593,625,746,571,649,448,716,647,713
"ENSG00000119514.6",392,274,296,157,320,195,332,138,262,274,500
"ENSG00000119522.16",1288,1277,1153,1252,1281,1394,1276,831,1502,1500,1284
"ENSG00000119523.9",729,779,595,494,734,1228,585,562,765,634,733
"ENSG00000119535.17",386,2414,719,1130,1263,1856,419,527,506,800,627
"ENSG00000119537.15",1839,2049,1927,1436,1606,2001,1530,1501,1596,1568,1507
"ENSG00000119541.9",1516,1530,1258,1115,1375,2051,1399,1252,1604,1662,1444
"ENSG00000119547.5",5,6,1,10,12,6,2,5,4,1,4
"ENSG00000119559.15",376,411,366,306,423,403,391,271,380,372,407
"ENSG00000119574.12",530,398,461,332,382,513,482,283,474,655,443
"ENSG00000119596.17",4800,3297,2963,2879,3280,3920,3591,2548,3424,4314,3534
"ENSG00000119599.16",194,256,191,152,225,205,198,142,274,230,227
"ENSG00000119608.12",0,0,0,0,1,0,1,2,0,2,0
"ENSG00000119614.2",0,1,0,0,0,0,0,0,0,0,0
"ENSG00000119616.11",1108,973,980,738,989,1306,987,827,981,1085,1043
"ENSG00000119630.13",350,550,55,137,226,118,233,103,1750,148,71
"ENSG00000119632.3",512,303,395,376,403,237,600,347,394,581,587
"ENSG00000119636.15",279,238,350,336,425,568,376,237,258,311,307
"ENSG00000119638.12",4616,2871,3403,2493,3210,3313,3903,2252,3629,5081,2074
"ENSG00000119640.8",94,76,72,78,97,101,122,47,81,70,71
"ENSG00000119650.12",469,379,671,534,545,678,421,337,419,543,649
"ENSG00000119655.10",1998,2772,2109,1551,4168,1882,2236,4543,3133,2701,2370
"ENSG00000119660.4",1,0,0,0,0,0,2,0,0,0,0
"ENSG00000119661.14",979,714,1115,846,928,1539,867,473,867,1180,1267
"ENSG00000119669.4",2550,2828,2276,1091,2005,1958,1907,1035,3466,2465,2611
"ENSG00000119673.14",522,302,542,285,578,689,743,225,676,1203,1913
"ENSG00000119681.11",26177,7297,5106,4469,5968,8838,11162,9674,5546,13033,7352
"ENSG00000119682.16",1235,1379,999,787,1151,1780,1222,1096,1114,1150,1234
"ENSG00000119684.15",784,525,509,807,630,806,649,439,667,737,642
"ENSG00000119685.19",1038,730,871,636,706,766,756,568,734,1070,911
"ENSG00000119686.9",184,463,203,118,288,319,154,321,331,165,172
"ENSG00000119688.20",592,637,438,518,582,682,653,456,618,595,496
"ENSG00000119689.14",2147,1774,1988,1943,2271,3020,2537,2211,2096,2406,2458
"ENSG00000119698.11",126,101,6,25,34,27,180,25,52,69,25
"ENSG00000119699.7",5070,1489,4361,2476,4919,6095,936,705,1044,3728,3340
"ENSG00000119703.13",34,32,67,20,35,29,51,23,56,56,58
"ENSG00000119705.9",436,375,500,372,568,773,428,339,438,527,529
"ENSG00000119707.13",2540,2038,1567,1745,2017,2953,1729,1250,1530,2132,1809
"ENSG00000119711.12",1338,597,761,616,681,581,802,567,737,1453,848
"ENSG00000119714.10",35,57,61,17,58,83,16,129,43,63,64
"ENSG00000119715.14",5,5,0,4,4,2,1,2,2,5,4
"ENSG00000119718.10",388,405,464,366,382,547,362,292,444,505,474
"ENSG00000119720.17",708,536,337,349,372,556,531,347,453,499,441
"ENSG00000119723.16",263,224,253,214,221,332,247,171,228,266,278
"ENSG00000119725.18",63,95,39,63,53,68,47,51,43,44,50
"ENSG00000119729.11",5634,4869,5413,4002,4724,10322,4762,3177,3096,6130,5279
"ENSG00000119737.5",56,72,46,41,42,115,51,33,46,32,63
"ENSG00000119760.15",962,858,708,599,856,1073,808,603,763,795,874
